,,,,,
7.87404,Vdc,,,,
7.87405,Vdc,,,,
7.87410,Vdc,,,,
7.87402,Vdc,,,,
7.87404,Vdc,,,,
7.87410,Vdc,,,,
1.00100,Vdc,,,,
0.99898,Vdc,,,,
0.99808,Vdc,,,,
0.99766,Vdc,,,,
0.99722,Vdc,,,,
0.99699,Vdc,,,,
0.99687,Vdc,,,,
0.99666,Vdc,,,,
0.99656,Vdc,,,,
0.99648,Vdc,,,,
0.99645,Vdc,,,,
0.99632,Vdc,,,,
0.99626,Vdc,,,,
0.99627,Vdc,,,,
0.99617,Vdc,,,,
1.97465,Vdc,,,,
1.97512,Vdc,,,,
1.97518,Vdc,,,,
1.97526,Vdc,,,,
1.97534,Vdc,,,,
1.97546,Vdc,,,,
1.97536,Vdc,,,,
1.97541,Vdc,,,,
1.97547,Vdc,,,,
1.97542,Vdc,,,,
1.97541,Vdc,,,,
1.97547,Vdc,,,,
1.97548,Vdc,,,,
1.97543,Vdc,,,,
1.97541,Vdc,,,,
3.92862,Vdc,,,,
3.93329,Vdc,,,,
3.93401,Vdc,,,,
3.93436,Vdc,,,,
3.93458,Vdc,,,,
3.93480,Vdc,,,,
3.93480,Vdc,,,,
3.93487,Vdc,,,,
3.93498,Vdc,,,,
3.93496,Vdc,,,,
3.93499,Vdc,,,,
3.93510,Vdc,,,,
3.93507,Vdc,,,,
3.93507,Vdc,,,,
3.93509,Vdc,,,,
3.93520,Vdc,,,,
5.88474,Vdc,,,,
5.90090,Vdc,,,,
5.90225,Vdc,,,,
5.90276,Vdc,,,,
5.90309,Vdc,,,,
5.90322,Vdc,,,,
5.90336,Vdc,,,,
5.90350,Vdc,,,,
5.90350,Vdc,,,,
5.90355,Vdc,,,,
5.90369,Vdc,,,,
5.90364,Vdc,,,,
5.90369,Vdc,,,,
5.90370,Vdc,,,,
5.90382,Vdc,,,,
5.90375,Vdc,,,,
7.86226,Vdc,,,,
7.87152,Vdc,,,,
7.87255,Vdc,,,,
7.87298,Vdc,,,,
7.87333,Vdc,,,,
7.87339,Vdc,,,,
7.87351,Vdc,,,,
7.87359,Vdc,,,,
7.87370,Vdc,,,,
7.87368,Vdc,,,,
7.87371,Vdc,,,,
7.87380,Vdc,,,,
7.87376,Vdc,,,,
7.87377,Vdc,,,,
7.87385,Vdc,,,,
7.87382,Vdc,,,,
9.81905,Vdc,,,,
9.84189,Vdc,,,,
9.84327,Vdc,,,,
9.84367,Vdc,,,,
9.84392,Vdc,,,,
9.84415,Vdc,,,,
9.84421,Vdc,,,,
9.84427,Vdc,,,,
9.84438,Vdc,,,,
9.84444,Vdc,,,,
9.84442,Vdc,,,,
9.84445,Vdc,,,,
9.84454,Vdc,,,,
9.84451,Vdc,,,,
9.84452,Vdc,,,,
9.84466,Vdc,,,,
11.60332,Vdc,,,,
11.81162,Vdc,,,,
11.81404,Vdc,,,,
11.81490,Vdc,,,,
11.81525,Vdc,,,,
11.81550,Vdc,,,,
11.81569,Vdc,,,,
11.81580,Vdc,,,,
11.81583,Vdc,,,,
11.81602,Vdc,,,,
11.81599,Vdc,,,,
11.81599,Vdc,,,,
11.81603,Vdc,,,,
11.81608,Vdc,,,,
11.81607,Vdc,,,,
11.81608,Vdc,,,,
13.79052,Vdc,,,,
13.79013,Vdc,,,,
13.78978,Vdc,,,,
13.78954,Vdc,,,,
13.78966,Vdc,,,,
13.78951,Vdc,,,,
13.78942,Vdc,,,,
13.78933,Vdc,,,,
13.78939,Vdc,,,,
13.78927,Vdc,,,,
13.78882,Vdc,,,,
13.78698,Vdc,,,,
13.78772,Vdc,,,,
13.78832,Vdc,,,,
13.78775,Vdc,,,,
15.74139,Vdc,,,,
15.75691,Vdc,,,,
15.75863,Vdc,,,,
15.76078,Vdc,,,,
15.76030,Vdc,,,,
15.76108,Vdc,,,,
15.75991,Vdc,,,,
15.76063,Vdc,,,,
15.76206,Vdc,,,,
15.76248,Vdc,,,,
15.76197,Vdc,,,,
15.76131,Vdc,,,,
15.75985,Vdc,,,,
15.76024,Vdc,,,,
